MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,MAC10,MAC11,MAC12,MAC13,MAC14,MAC15,MAC16,MAC17,MAC18,MAC19,MAC20,MAC21,MAC22,MAC23,MAC24,MAC25,MAC26,MAC27,MAC28,MAC29,MAC30,MAC31,MAC32,MAC33,MAC34,MAC35,MAC36,MAC37,MAC38,MAC39,MAC40,MAC41,MAC42,MAC43,MAC44,MAC45,MAC46,MAC47,MAC48,MAC49,MAC50,MAC51,MAC52,ECoord,NCoord,FloorID,BuildingID,SceneID,UserID,PhoneID,SampleTimes
-34,-49,-39,-51,-62,-72,-94,100,-89,100,100,100,-93,100,100,100,-52,-60,-85,100,-55,-56,100,100,100,100,-90,100,-85,100,-76,100,-91,100,-57,-67,-92,100,100,100,-73,-88,-69,-82,-91,100,-48,-51,-85,100,100,100,54.1,20.2,1,1,1,4,3,1
-46,-66,-36,-48,-69,-65,-90,100,-91,100,-90,100,-89,100,100,100,-50,-59,-87,100,-62,-67,-85,100,100,100,-87,100,-81,100,-75,100,-81,-92,-52,-63,-92,100,-90,100,-73,-84,-62,-76,-92,100,-54,-47,-75,-84,-90,100,54.1,21,1,1,1,4,3,1
-52,-65,-36,-48,-70,-60,-89,100,100,100,-83,100,-86,100,100,100,-49,-57,-87,100,-66,-66,-77,100,-87,100,-87,100,-77,100,-73,100,-78,-92,-54,-66,100,100,-91,100,-72,-82,-60,-74,100,100,-59,-47,-72,-84,-90,100,54.1,21.9,1,1,1,4,3,1
-63,-71,-36,-41,-60,-61,-87,100,100,100,-87,100,-90,100,100,100,-48,-61,-87,100,-63,-74,-77,100,-87,100,100,100,-78,100,-69,-90,-81,100,-57,-65,-90,100,-91,100,-67,-85,-58,-78,100,100,-54,-46,-76,-87,100,100,54.1,22.7,1,1,1,4,3,1
-64,-76,-35,-41,-55,-61,-86,100,100,100,-88,100,-90,100,100,100,-45,-58,-82,100,-74,-76,-79,100,100,100,-87,100,-76,100,-74,-90,-78,100,-53,-66,-90,100,100,100,-73,-86,-61,-78,100,100,-51,-51,-74,-90,100,100,54.1,23.5,1,1,1,4,3,1
-52,-67,-37,-60,-65,-61,-86,100,100,100,100,100,-89,100,100,100,-45,-57,-84,100,-68,-71,-86,100,100,100,-87,100,-78,100,-77,100,-80,100,-53,-60,-92,100,-84,100,-76,-85,-73,-78,100,100,-55,-52,-81,-90,100,100,53.2,14.4,1,1,1,4,3,1
-56,-60,-42,-65,-67,-63,-86,100,100,100,100,100,100,100,100,100,-51,-59,100,100,-62,-65,-87,100,-93,100,100,100,-84,100,-83,100,-84,100,-54,-61,-92,100,-86,100,-80,100,-77,100,100,100,-62,-54,-88,100,100,100,53.2,15.2,1,1,1,4,3,1
-46,-57,-35,-63,-64,-66,-92,100,-96,100,100,100,100,100,100,100,-51,-55,-84,100,-51,-55,-87,100,-94,100,-92,100,-83,100,-71,100,-81,-90,-52,-64,-94,100,-88,100,-73,100,-75,100,100,100,-53,-48,-90,100,-87,100,53.3,16,1,1,1,4,3,1
-55,-56,-34,-61,-60,-64,-91,100,-96,100,100,100,-86,100,100,100,-48,-51,-84,100,-42,-51,-84,100,-95,100,-91,100,-80,100,-79,100,-81,-90,-61,-66,-92,100,-87,100,-71,100,-71,100,100,100,-55,-47,-83,100,-89,100,53.3,16.9,1,1,1,4,3,1
-48,-52,-32,-59,-59,-64,-90,100,100,100,-87,100,-86,100,100,100,-51,-55,-88,100,-49,-50,-83,100,100,100,-90,100,-77,100,-68,100,-81,100,-60,-66,-90,100,-84,100,100,100,-74,-90,-86,100,-55,-46,-79,100,-91,100,53.3,17.7,1,1,1,4,3,1
-39,-52,-37,-59,-64,-65,100,100,-81,100,-87,100,100,100,100,100,-55,-50,-89,100,-47,-56,-82,100,100,100,100,100,-77,100,-71,100,-81,100,-49,-66,-90,100,-86,100,-71,100,-73,-88,-87,100,-54,-45,-78,100,100,100,53.3,18.5,1,1,1,4,3,1
-40,-49,-42,-54,-72,-63,-92,100,-88,100,100,100,100,100,100,100,-56,-53,-86,100,-48,-59,100,100,-94,100,-88,100,100,100,-79,100,-84,100,-38,-63,-93,100,-87,100,-67,-90,100,-87,100,100,-53,-44,-72,100,100,100,53.3,19.4,1,1,1,4,3,1
-40,-53,-44,-50,-75,-66,-91,100,-89,100,100,100,100,100,100,100,-51,-58,-86,100,-51,-61,100,100,-94,100,-88,100,100,100,-82,100,-86,100,-38,-62,-93,100,-83,100,-66,-90,-69,-75,100,100,-56,-45,-70,-89,100,100,53.3,20.2,1,1,1,4,3,1
-47,-60,-34,-51,-64,-57,-92,100,-88,100,100,100,100,100,100,100,-46,-54,-85,100,-64,-57,-76,100,100,100,-84,100,100,100,-78,-89,-80,100,-44,-61,-86,100,-86,100,-65,100,-59,-71,100,100,-60,-48,-74,-89,100,100,53.3,21,1,1,1,4,3,1
-52,-72,-33,-49,-63,-63,-80,100,100,100,100,100,100,100,100,100,-42,-54,-85,100,-60,-69,-79,100,100,100,-81,100,100,100,-68,-89,-80,100,-48,-64,-83,100,-86,100,-65,-88,-61,-70,100,100,-50,-51,-77,100,100,100,53.3,21.9,1,1,1,4,3,1
-58,-75,-29,-44,-62,-57,-85,100,100,100,-89,100,100,100,100,100,-46,-59,-85,100,-77,-71,-78,100,100,100,-82,100,-74,100,-73,-88,-83,100,-47,-62,-88,100,-79,100,-67,-88,-60,-72,100,100,-52,-43,-73,-88,100,100,53.3,22.7,1,1,1,4,3,1
-62,-76,-29,-41,-60,-52,-87,100,100,100,-89,100,100,100,100,100,-46,-58,-86,100,-77,-74,-79,100,-89,100,-80,100,-81,100,-74,-88,-77,100,-43,-59,-84,100,-77,100,-64,100,-63,-72,100,100,-50,-42,-71,-87,-85,100,53.3,23.5,1,1,1,4,3,1
-60,-63,-45,-58,-71,-53,-89,100,100,100,-94,100,-88,100,100,100,-59,-56,-86,100,-66,-64,-88,100,-89,100,-92,100,-80,100,-75,100,-83,100,-50,-62,-90,100,100,100,-82,100,-79,100,100,100,-62,-63,-81,100,100,100,52.4,14.4,1,1,1,4,3,1
-58,-64,-41,-52,-63,-56,-89,100,100,100,-94,100,-88,100,100,100,-54,-62,-87,100,-59,-62,-83,100,-91,100,-92,100,-81,100,-83,100,-82,100,-52,-63,-90,100,-90,100,-79,100,-79,100,100,100,-60,-62,-87,100,-94,100,52.4,15.2,1,1,1,4,3,1
-68,-60,-36,-52,-60,-59,-88,100,100,100,100,100,100,100,100,100,-52,-60,-86,100,-57,-60,-83,100,-91,100,100,100,-81,100,-77,100,-87,100,-54,-62,100,100,-89,100,-78,100,-75,100,100,100,-64,-62,-83,100,-94,100,52.4,16,1,1,1,4,3,1
-53,-56,-42,-59,-62,-58,-87,100,100,100,100,100,100,100,100,100,-50,-60,-86,100,-49,-57,-84,100,100,100,-93,100,-79,100,-81,100,-85,100,-59,-65,-94,100,-88,100,-79,100,-77,100,100,100,-66,-62,-87,100,-92,100,52.4,16.9,1,1,1,4,3,1
-44,-44,-37,-54,-61,-60,-93,100,-89,100,100,100,100,100,100,100,-54,-56,100,100,-51,-54,100,100,100,100,-93,100,-79,100,-74,100,-89,100,-59,-63,-93,100,100,100,-79,100,-73,100,100,100,100,-53,-88,100,-92,100,52.4,17.7,1,1,1,4,3,1
-36,-44,-38,-54,-65,-68,-93,100,-90,100,100,100,100,100,100,100,-60,-56,100,100,-40,-48,100,100,100,100,100,100,100,100,-75,100,-92,100,-54,-65,-91,100,100,100,-77,100,-70,100,100,100,-67,-50,-81,100,100,100,52.4,18.5,1,1,1,4,3,1
-36,-48,-35,-54,-75,-67,100,100,-89,100,-88,100,-90,100,100,100,-62,-56,-90,100,-47,-54,100,100,100,100,100,100,100,100,-75,100,-92,100,-55,-63,-91,100,100,100,-75,-87,-75,-81,-90,100,-62,-54,-74,100,100,100,52.4,19.4,1,1,1,4,3,1
-41,-50,-42,-52,-73,-69,-87,100,-92,100,-88,100,-90,100,100,100,-56,-58,-91,100,-49,-56,100,100,100,100,100,100,100,100,-71,100,-86,100,-53,-60,100,100,100,100,-74,-87,-76,-81,-90,100,-63,-45,-77,100,100,100,52.4,20.2,1,1,1,4,3,1
-47,-62,-31,-45,-60,-63,-93,100,-96,100,-94,100,100,100,100,100,-51,-52,-91,100,-49,-72,100,100,100,100,-84,100,-77,100,-71,-89,-86,100,-52,-58,-95,100,100,100,-74,-90,-60,100,-95,100,-52,-41,-81,100,100,100,52.4,21,1,1,1,4,3,1
-64,-69,-33,-43,-58,-61,-94,100,-96,100,-93,100,-89,100,100,100,-49,-56,-82,100,-64,-61,-80,100,-95,100,-82,100,-76,100,-76,-89,-77,100,-51,-60,-92,100,100,100,-65,-85,-63,100,-95,100,-54,-48,-75,100,100,100,52.4,21.9,1,1,1,4,3,1
-64,-79,-32,-44,-60,-60,-94,100,100,100,-93,100,-89,100,100,100,-49,-50,-89,100,-67,-72,-74,100,-95,100,-83,100,-80,100,-77,100,-79,100,-57,-59,-91,100,100,100,-77,-84,-64,-71,-94,100,-52,-47,-76,-89,-87,100,52.4,22.7,1,1,1,4,3,1
-67,-82,-34,-45,-60,-59,-93,100,100,100,100,100,-89,100,100,100,-53,-48,-92,100,-70,-79,-71,100,100,100,-83,100,-77,100,-70,-86,-81,100,-66,-59,100,100,100,100,-78,-86,-64,-74,-94,100,-49,-46,-69,-90,-87,100,52.4,23.5,1,1,1,4,3,1
-68,-86,-34,-39,-56,-54,-92,100,-93,100,-93,100,-89,100,100,100,-46,-51,-84,-90,-71,-86,-69,100,100,100,-78,100,-71,-89,-66,-83,-81,100,-57,-66,-92,100,100,100,-66,-88,-77,-75,100,100,-47,-51,-65,-88,100,100,54.1,25.2,1,1,1,4,3,1
100,-87,-31,-41,-54,-51,-93,100,-93,100,-93,100,100,100,100,100,-46,-54,-83,-87,-64,-88,-74,100,100,100,-78,100,-74,100,-58,-82,-79,-86,-57,-65,-92,100,-89,100,-65,-88,-75,-86,100,100,-49,-49,-62,-84,100,100,54.1,26,1,1,1,4,3,1
-72,-87,-39,-44,-54,-52,-93,100,100,100,100,100,100,100,100,100,-46,-54,-79,-88,-72,100,-80,100,100,100,-85,100,-72,100,-65,100,-76,-86,-63,-61,-84,100,-88,100,-60,-84,-71,-86,100,100,-43,-51,-65,-88,-83,100,54.1,26.9,1,1,1,4,3,1
-74,-90,-38,-52,-61,-56,-93,100,100,100,100,100,100,100,100,100,-43,-50,-78,-89,-74,-88,-83,100,-97,100,-82,100,-77,-90,-76,100,-75,-87,-63,-59,-84,100,-87,100,-60,-83,-71,-85,100,100,-48,-50,-75,-90,-83,100,54.1,27.7,1,1,1,4,3,1
-74,-87,-44,-51,-62,-57,100,100,100,100,100,100,100,100,100,100,-42,-55,-83,100,-74,-88,-77,100,-97,100,-83,100,-71,-88,-66,-89,-75,-87,-58,-63,100,100,-91,100,-62,-83,100,-85,100,100,-42,-43,-78,100,-86,100,54.1,28.5,1,1,1,4,3,1
-82,-86,-41,-51,-55,-59,100,100,100,100,100,100,100,100,100,100,-42,-51,-82,100,100,100,-75,100,100,100,-78,100,-77,-87,-67,-89,-79,100,-56,-63,-90,100,-92,100,-74,-88,-72,-87,100,100,-40,-48,-71,100,-81,100,54.1,29.4,1,1,1,4,3,1
-81,-87,-44,-56,-54,-58,-93,100,100,100,100,100,100,100,100,100,-37,-46,-83,100,-81,100,-70,100,100,100,-79,100,-71,-87,-77,100,-82,100,-53,-61,-88,100,-86,100,-75,-83,-70,-86,100,100,-41,-46,-76,100,-80,100,54.1,30.2,1,1,1,4,3,1
-82,-87,-49,-58,-51,-53,-93,100,100,100,100,100,100,100,100,100,-48,-48,-84,100,-80,100,-70,100,100,100,-79,100,-70,-86,-75,100,-77,100,-50,-62,-88,100,-86,100,-68,-84,-82,-86,100,100,-40,-45,-77,100,-81,100,54.1,31,1,1,1,4,3,1
-81,100,-49,-59,-54,-50,100,100,-94,100,100,100,100,100,100,100,-56,-48,-80,100,100,100,-66,100,100,100,-79,100,-63,-86,-72,100,-77,-86,-49,-59,-82,100,-85,100,-62,-81,-79,100,100,100,-42,-45,-76,100,-83,100,54.1,31.9,1,1,1,4,3,1
100,100,-50,-60,-59,-49,100,100,-94,100,100,100,100,100,100,100,-45,-47,-80,100,100,100,-60,100,100,100,-74,100,-73,-85,-82,100,-71,-88,-48,-58,-80,100,-85,100,-59,-85,-75,100,100,100,-41,-47,-72,100,-77,100,54.1,32.7,1,1,1,4,3,1
-87,100,-52,-62,-62,-51,100,100,-92,100,100,100,100,100,100,100,-39,-43,-81,100,-93,100,-60,100,100,100,-75,100,-67,-86,-79,100,-67,-89,-47,-60,-89,100,-86,100,-57,-84,-75,100,100,100,-39,-45,-78,100,-75,100,54.1,33.5,1,1,1,4,3,1
-83,100,-50,-64,-57,-61,100,100,-92,100,100,100,100,100,100,100,-42,-48,-81,100,-89,-90,-70,100,100,100,-79,100,-65,-85,-79,100,-81,-88,-47,-54,-89,100,-86,100,-58,-81,-78,100,100,100,-35,-47,-80,100,-70,100,54.1,34.4,1,1,1,4,3,1
-81,100,-53,-65,-67,-55,100,100,-92,100,100,100,100,100,100,100,-38,-44,-76,-87,-88,-90,-73,100,100,100,-79,100,-60,-85,-81,100,-76,-88,-47,-53,-77,100,100,100,-61,-82,-82,100,100,100,-37,-47,-88,100,-70,100,54.1,35.2,1,1,1,4,3,1
-84,100,-53,-71,-59,-52,100,100,100,100,100,100,100,100,100,100,-37,-46,-76,-90,-90,100,-80,100,100,100,-80,100,-63,-83,-87,100,-68,-86,-47,-57,-77,100,-80,100,-68,-87,-83,100,100,100,-41,-45,-85,100,-68,100,54.1,36,1,1,1,4,3,1
-80,100,-59,-69,-52,-50,100,100,100,100,100,100,100,100,100,100,-36,-51,-80,-88,-90,100,-78,100,100,100,-73,100,-64,-82,-84,100,-73,-88,-49,-62,100,100,-79,100,-66,-87,-86,100,100,100,-44,-52,-82,100,-69,100,54.1,36.8,1,1,1,4,3,1
-79,100,-64,-68,-49,-51,100,100,100,100,100,100,-94,100,100,100,-40,-45,-79,-87,100,100,-77,100,100,100,-66,100,-63,-82,-87,100,-70,-88,-47,-62,100,100,-81,100,-75,-84,-78,100,100,100,-36,-46,-87,100,-77,100,54.1,37.7,1,1,1,4,3,1
-82,100,-65,-67,-47,-53,-93,100,100,100,-94,100,-94,100,100,100,-51,-46,-78,100,-93,100,-81,100,100,100,-70,-87,-69,-87,-87,100,-75,-88,-46,-60,-82,100,-83,100,-66,-83,-79,100,100,100,-40,-45,-83,100,-70,-82,54.1,38.5,1,1,1,4,3,1
-82,100,-61,-73,-45,-58,-91,100,100,100,-94,100,100,100,100,100,-46,-44,-70,-90,-93,100,-82,100,100,100,-78,-88,-64,-86,-83,100,-78,100,-45,-57,-81,100,-81,100,-60,-86,-80,100,100,100,-46,-53,-81,100,-66,-82,54.2,39.3,1,1,1,4,3,1
-83,100,-55,-73,-53,-51,-94,100,100,100,100,100,100,100,100,100,-38,-55,-71,-90,-92,100,-86,100,100,100,-70,-88,-62,-83,-86,100,-77,100,-41,-59,-81,100,-79,100,-67,-86,100,100,100,100,-48,-58,100,100,-62,100,54.2,40.2,1,1,1,4,3,1
-85,100,-58,-71,-51,-52,-94,100,-92,100,100,100,100,100,100,100,-36,-49,-76,100,-91,100,-81,100,100,100,-74,100,-63,-83,-86,100,-73,100,-44,-58,-80,100,-78,100,-68,100,-86,100,100,100,-45,-58,100,100,-66,100,54.2,41,1,1,1,4,3,1
-84,100,-60,-74,-52,-50,100,100,-92,100,100,100,100,100,100,100,-34,-45,-78,100,-91,100,-84,100,100,100,-79,100,-65,-85,-86,100,-73,100,-42,-57,-81,100,-83,100,-70,-92,-80,100,100,100,-77,-54,100,100,-68,100,54.2,41.8,1,1,1,4,3,1
-83,100,100,-69,-43,-50,100,100,100,100,100,100,100,100,100,100,-45,-43,-72,-90,-91,100,-83,100,100,100,-78,100,-64,-83,-85,100,-74,100,-44,-57,-81,100,-76,100,-72,-92,-86,100,100,100,-56,-51,100,100,-83,100,54.2,42.7,1,1,1,4,3,1
100,100,100,-71,-45,-55,100,100,100,100,100,100,100,100,100,100,-41,-41,-78,-90,100,100,-82,100,100,100,-77,100,-69,-81,-90,100,-76,100,-51,-66,-77,100,-81,100,-72,-88,-88,100,100,100,-49,-53,100,100,-69,100,54.2,43.5,1,1,1,4,3,1
100,100,100,-72,-38,-61,100,100,100,100,100,100,100,100,100,100,-38,-47,-80,100,-87,100,100,100,100,100,-77,100,-69,-83,-91,100,-66,100,-53,-63,-76,100,-79,100,100,-88,100,100,100,100,-47,-48,100,100,-71,100,54.2,44.3,1,1,1,4,3,1
100,100,100,-71,-34,-52,100,100,100,100,100,100,100,100,100,100,-41,-49,-78,100,-87,100,100,100,100,100,100,100,-58,-84,-90,100,-62,-89,-56,-63,-75,100,-80,100,-74,100,100,100,100,100,-56,-53,100,100,-75,100,54.2,45.2,1,1,1,4,3,1
-83,100,-66,-69,-36,-51,100,100,100,100,100,100,100,100,100,100,-43,-47,-71,100,-89,100,100,100,100,100,-86,100,-55,-78,-94,100,-72,-88,-48,-61,-77,100,-72,100,-69,100,100,100,100,100,-54,-52,100,100,-86,100,54.2,46,1,1,1,4,3,1
-81,-91,-60,-69,-37,-49,100,100,100,100,100,100,100,100,100,100,-46,-45,-73,-87,-90,100,100,100,100,100,-86,100,-55,-75,-94,100,-66,-89,-41,-55,-72,100,-68,100,-77,100,100,100,100,100,-56,-51,100,100,-88,100,54.2,46.8,1,1,1,4,3,1
-85,-90,-60,-68,-39,-49,100,100,100,100,100,100,100,100,100,100,-44,-48,-67,-87,-91,100,100,100,100,100,-94,100,-53,-81,100,100,-67,-87,-48,-56,-72,100,-78,-89,-71,100,100,100,100,100,-56,-56,100,100,-89,100,54.2,47.7,1,1,1,4,3,1
-87,-89,-60,-66,-43,-45,100,100,100,100,100,100,100,100,100,100,-39,-56,-67,-89,100,100,100,100,100,100,-94,100,-58,-82,100,100,-66,-86,-49,-50,-78,100,-77,-89,-78,100,100,100,100,100,-57,-60,100,100,-89,100,54.2,48.5,1,1,1,4,3,1
-83,100,-62,-65,-40,-46,100,100,100,100,100,100,100,100,100,100,-44,-53,-69,-89,-89,-90,-92,100,100,100,-88,100,-61,-82,-94,100,-63,-87,-47,-54,-78,100,-84,100,-80,100,-93,100,100,100,-55,-51,100,100,100,100,54.2,49.3,1,1,1,4,3,1
-83,100,-60,-66,-41,-45,100,100,100,100,100,100,100,100,100,100,-45,-46,-68,-90,-89,-90,-92,100,100,100,-88,100,-58,-81,-94,100,-63,-86,-48,-54,-62,-90,-87,100,-77,100,-93,100,100,100,-51,-46,100,100,100,100,54.2,50.2,1,1,1,4,3,1
-83,100,-59,-64,-39,-41,100,100,100,100,100,100,100,100,100,100,-51,-49,-62,-90,100,100,100,100,100,100,100,100,-59,-85,-93,100,-62,-87,-49,-58,-67,-90,-88,100,-73,100,100,100,100,100,-49,-49,100,100,100,100,54.2,51,1,1,1,4,3,1
-82,100,-58,-70,-38,-50,100,100,100,100,100,100,100,100,100,100,-57,-43,-69,-84,-92,100,100,100,100,100,-87,100,-64,-83,-91,100,-75,-85,-51,-59,-79,100,-78,100,-71,100,100,100,100,100,-51,-51,100,100,-90,100,54.2,51.8,1,1,1,4,3,1
-89,100,-65,-76,-53,-57,100,100,-91,100,100,100,100,100,100,100,-48,-48,-70,-87,-95,100,100,100,100,100,-87,100,-62,-82,-91,100,-73,-84,-54,-65,-81,100,-73,100,-80,100,100,100,100,100,-60,-52,100,100,-90,100,54.2,52.6,1,1,1,4,3,1
-88,-98,-64,-76,-40,-48,-98,100,-93,100,-99,100,-99,100,100,100,-54,-54,-67,-88,-96,100,-98,100,-98,100,-89,-98,-63,-84,-94,-98,-68,-84,-43,-54,-77,-97,-70,-97,-77,-98,100,-98,100,100,-58,-56,-97,-98,-92,-98,54.2,53.5,1,1,1,4,3,1
-90,100,-68,-81,-35,-48,100,100,-91,100,100,100,100,100,100,100,-58,-62,-65,-86,-95,100,100,100,100,100,-91,100,-65,-90,-94,100,-65,-86,-39,-49,-81,100,-67,100,-78,100,100,100,100,100,-62,-62,100,100,-90,100,54.2,54.3,1,1,1,4,3,1
-92,100,-71,-76,-42,-44,100,100,100,100,100,100,100,100,100,100,-60,-67,-67,-89,100,100,-92,100,100,100,-93,100,-65,-88,-95,100,-63,-85,-39,-44,-69,-88,-69,100,-80,100,100,100,100,100,-69,-58,100,100,-91,100,54.2,55.1,1,1,1,4,3,1
-92,100,-68,-75,-37,-41,-94,100,100,100,100,100,100,100,100,100,-56,-65,-62,-90,100,100,-92,100,100,100,-93,100,-68,-89,-91,100,-71,-86,-36,-47,-67,-88,-65,-88,-78,100,100,100,100,100,-63,-58,100,100,-91,100,54.2,56,1,1,1,4,3,1
-89,100,-70,-77,-35,-46,-94,100,100,100,100,100,100,100,100,100,-54,-66,-59,-89,100,100,100,100,100,100,-87,100,-66,-89,-91,100,-66,-83,-42,-44,-64,100,-60,-85,-77,100,-93,100,100,100,-60,-61,100,100,100,100,54.2,56.8,1,1,1,4,3,1
-89,100,-71,-77,-37,-43,100,100,100,100,100,100,100,100,100,100,-59,-64,-74,-88,100,100,100,100,100,100,-87,100,-66,100,100,100,-67,-84,-37,-44,-62,100,-65,-83,-79,100,-93,100,100,100,-62,-58,100,100,100,100,54.2,57.6,1,1,1,4,3,1
100,100,-64,-76,-37,-45,100,100,100,100,100,100,100,100,100,100,-59,-65,-70,-84,100,100,100,100,100,100,100,100,-72,-88,-93,100,-62,-82,-41,-47,-63,-88,-65,-85,-79,100,100,100,100,100,-69,-59,100,100,100,100,54.2,58.5,1,1,1,4,3,1
100,100,-63,-75,-41,-51,100,100,100,100,100,100,100,100,100,100,-63,-64,-63,-81,100,100,100,100,100,100,-93,100,-73,-88,-93,100,-59,-81,-40,-41,-63,-85,-61,-86,-83,100,100,100,100,100,-70,-57,100,100,100,100,54.2,59.3,1,1,1,4,3,1
-91,100,-68,-76,-41,-55,100,100,100,100,100,100,100,100,100,100,-65,-65,-60,-79,-91,100,100,100,100,100,-93,100,-72,100,100,100,-70,-87,-35,-43,-59,-85,-64,100,-85,100,-92,100,100,100,-63,-59,100,100,-93,100,54.2,60.1,1,1,1,4,3,1
-92,100,-65,-78,-47,-56,100,100,100,100,100,100,100,100,100,100,-65,-64,-63,-81,-91,100,-94,100,100,100,-90,100,-76,100,100,100,-63,-86,-30,-40,-68,-84,-64,-80,-91,100,-92,100,100,100,-62,-59,100,100,-92,100,54.2,61,1,1,1,4,3,1
-91,100,-63,-77,-47,-58,100,100,100,100,100,100,100,100,100,100,-60,-68,-50,-76,100,100,-94,100,100,100,-89,100,-78,-90,100,100,-70,-86,-30,-40,-68,-86,-63,-80,-93,100,-92,100,100,100,-62,-61,100,100,-92,100,54.2,61.8,1,1,1,4,3,1
-91,100,-63,-75,-48,-59,100,100,100,100,100,100,100,100,100,100,-63,-64,-58,-80,100,100,-94,100,100,100,-92,100,-81,-90,100,100,-72,-89,-27,-40,-70,-85,-69,-81,-83,100,100,100,100,100,-75,-60,100,100,100,100,54.2,62.6,1,1,1,4,3,1
-90,100,-63,-73,-46,-61,100,100,100,100,100,100,100,100,100,100,-60,-64,-60,-78,100,100,-94,100,100,100,-94,100,-76,-86,100,100,-72,-87,-31,-41,-65,-84,-60,-81,-82,100,-91,100,100,100,-68,-63,100,100,-91,100,54.2,63.5,1,1,1,4,3,1
-90,100,-63,-72,-43,-58,100,100,100,100,100,100,100,100,100,100,-57,-59,-57,-83,-90,100,100,100,100,100,-92,100,-76,-87,100,100,-66,-88,-32,-40,-66,-83,-65,100,-84,100,-91,100,100,100,-63,-61,100,100,-91,100,54.2,64.3,1,1,1,4,3,1
-87,100,-70,-78,-47,-61,100,100,100,100,100,100,100,100,100,100,-55,-56,-66,-86,-89,100,100,100,100,100,-93,100,-77,-87,-95,100,-65,-87,-36,-47,-63,-85,-58,-76,-81,100,-92,100,100,100,-67,-67,100,100,-94,100,54.2,65.1,1,1,1,4,3,1
-84,100,-70,-74,-48,-54,100,100,100,100,100,100,100,100,100,100,-62,-57,-64,-87,-89,100,100,100,100,100,-93,100,-81,-87,-95,100,-68,-86,-48,-53,-60,-84,-53,-83,-87,100,-92,100,100,100,-66,-67,100,100,-92,100,54.2,66,1,1,1,4,3,1
-83,100,-65,-72,-59,-48,100,100,100,100,100,100,100,100,100,100,-64,-55,-67,-86,100,100,100,100,100,100,100,100,-80,100,100,100,-74,-84,-38,-50,-58,-84,-62,-82,-85,100,100,100,100,100,-67,-63,100,100,-91,100,54.2,66.8,1,1,1,4,3,1
-91,100,-66,-70,-56,-50,100,100,100,100,100,100,100,100,100,100,-58,-61,-76,-84,100,100,100,100,100,100,100,100,-82,100,100,100,-78,-84,-42,-48,-57,-80,-62,-84,-87,100,100,100,100,100,-65,-70,100,100,100,100,54.2,67.6,1,1,1,4,3,1
-90,100,-64,-72,-51,-50,100,100,100,100,100,100,100,100,100,100,-54,-60,-64,-83,100,100,100,100,100,100,100,100,-79,-88,-92,100,-71,100,-39,-50,-60,-80,-61,-84,-86,100,100,100,100,100,-64,-68,100,100,100,100,54.2,68.4,1,1,1,4,3,1
-88,100,-70,-77,-46,-49,100,100,100,100,100,100,100,100,100,100,-57,-63,-60,100,100,100,100,100,100,100,100,100,-78,-88,-92,100,-75,-86,-39,-49,-59,-82,-62,-75,-84,100,100,100,100,100,-62,-69,100,100,100,100,54.2,69.3,1,1,1,4,3,1
-89,100,-72,-84,-52,-56,100,100,100,100,100,100,100,100,100,100,-61,-68,-67,-88,100,100,100,100,100,100,100,100,-77,100,100,100,-77,-82,-42,-50,-61,-84,-63,-77,-84,100,100,100,100,100,-63,-69,100,100,100,100,54.2,70.1,1,1,1,4,3,1
-77,-88,-28,-47,-62,-53,100,100,-92,100,-91,100,-92,100,100,100,-51,-46,-80,100,-74,-86,-76,100,100,100,-87,100,-70,-87,-71,-89,-75,-88,-38,-61,-84,100,-86,100,-68,-85,-62,-77,100,100,-48,-44,-73,-85,-78,100,53.3,25.2,1,1,1,4,3,1
-75,-87,-41,-44,-66,-54,-92,100,-92,100,-91,100,-92,100,100,100,-53,-51,-83,100,-80,-86,-73,100,100,100,-81,100,-75,-91,-61,-88,-80,100,-33,-61,-89,100,-86,100,-76,-85,-69,-77,100,100,-49,-47,-63,-87,100,100,53.3,26,1,1,1,4,3,1
-73,-86,-34,-44,-62,-63,-89,100,100,100,100,100,100,100,100,100,-55,-51,-82,100,-82,100,-69,100,-93,100,-80,100,-77,-91,-59,-88,-81,100,-32,-59,-88,100,-85,100,-69,-86,-75,100,100,100,-45,-47,-69,-87,-80,100,53.3,26.9,1,1,1,4,3,1
-72,-87,-38,-53,-57,-60,-91,100,100,100,100,100,100,100,100,100,-50,-48,-85,100,-82,100,-69,100,-93,100,-79,100,-73,-89,-65,-90,-81,100,-35,-58,-86,100,-87,100,-60,-88,-80,-87,100,100,-47,-50,-73,100,-84,100,53.3,27.7,1,1,1,4,3,1
-77,-87,-34,-50,-63,-63,-92,100,100,100,100,100,100,100,100,100,-44,-42,-86,100,-84,100,-77,100,100,100,-75,100,-76,-88,-66,-90,-75,100,-36,-61,-82,100,-80,100,-63,-89,-73,-87,100,100,-47,-47,-71,100,-80,100,53.3,28.5,1,1,1,4,3,1
-78,100,-44,-54,-64,-68,-91,100,-91,100,-93,100,100,100,100,100,-41,-47,100,100,-84,100,-71,100,100,100,-79,100,-78,-88,-69,100,-77,100,-35,-60,-85,100,-79,100,-58,-86,-74,100,100,100,-48,-49,-69,100,-87,100,53.3,29.4,1,1,1,4,3,1
